PassengerId,Survived,Age,SibSp,Parch,Fare,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Sex_Pclass_female_1,Sex_Pclass_female_2,Sex_Pclass_female_3,Sex_Pclass_male_1,Sex_Pclass_male_2,Sex_Pclass_male_3,Age_scaled,Fare_scaled
426,0,29.7827961298,0,0,7.25,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.00995052438038,-0.502445171436
427,1,28.0,1,0,26.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.120923518182,-0.124919786688
428,1,19.0,0,0,26.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.781608362274,-0.124919786688
429,0,35.295824299,0,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.414658763987,-0.492377827843
430,1,32.0,0,0,8.05,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.172714190303,-0.486337421687
431,1,28.0,0,0,26.55,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-0.120923518182,-0.113845708735
432,1,26.6891684885,1,0,16.1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.217150908497,-0.324253189835
433,1,42.0,1,0,26.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.906808461516,-0.124919786688
434,0,17.0,0,0,7.125,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.928427216517,-0.504962007335
435,0,50.0,1,0,55.9,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.49408387849,0.477107360191
436,1,14.0,1,2,120.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-1.14865549788,1.76774080885
437,0,21.0,2,2,34.375,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.634789508032,0.0437082184999
438,1,24.0,2,3,18.75,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.414561226668,-0.27089626879
439,0,64.0,1,4,263.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2.52181585818,4.64700107653
440,0,31.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.0993047631816,-0.43700743808
441,1,45.0,1,1,26.25,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1.12703674288,-0.119886114891
442,0,20.0,0,0,9.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.708198935153,-0.457142125266
443,0,25.0,1,0,7.775,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.341151799546,-0.491874460663
444,1,28.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.120923518182,-0.386670720113
445,1,23.4764323896,0,0,8.1125,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.452996025003,-0.485079003738
446,1,4.0,0,2,81.8583,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-1.88274976909,0.999769610587
447,1,13.0,0,1,19.5,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-1.222064925,-0.255795253401
448,1,34.0,0,0,26.55,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.319533044546,-0.113845708735
449,1,5.0,2,1,19.2583,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1.80934034197,-0.260661807294
450,1,52.0,0,0,30.5,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.64090273273,-0.0343136943481
451,0,36.0,1,2,27.75,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.466351898788,-0.0896840841112
452,0,24.1089988095,1,0,19.9667,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.406559686504,-0.246398394891
453,0,30.0,0,0,27.75,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0258953360603,-0.0896840841112
454,1,49.0,1,0,89.1042,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.42067445137,1.14566354047
455,0,30.7057267793,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0777023346307,-0.486337421687
456,1,29.0,0,0,7.8958,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.047514091061,-0.489442190451
457,0,65.0,0,0,26.55,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2.59522528531,-0.113845708735
458,1,44.060018272,1,0,51.8625,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1.05803322272,0.395813560675
459,1,50.0,0,0,10.5,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1.49408387849,-0.43700743808
460,0,35.295824299,0,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.414658763987,-0.492377827843
461,1,48.0,0,0,26.55,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.34726502424,-0.113845708735
462,0,34.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.319533044546,-0.486337421687
463,0,47.0,0,0,38.5,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.27385559712,0.126763803145
464,0,48.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1.34726502424,-0.386670720113
465,0,30.7057267793,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0777023346307,-0.486337421687
466,0,38.0,0,0,7.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.613170753031,-0.506472108874
467,0,35.0518175686,0,0,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.39674636969,-0.648421653539
468,0,56.0,0,0,26.55,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.93454044121,-0.113845708735
469,0,19.8955811267,0,0,7.725,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.715864264822,-0.492881195023
470,1,0.75,2,1,19.2583,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-2.12133040724,-0.260661807294
471,0,29.7827961298,0,0,7.25,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.00995052438038,-0.502445171436
472,0,38.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.613170753031,-0.474004925785
473,1,33.0,1,2,27.75,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.246123617424,-0.0896840841112
474,1,23.0,0,0,13.7917,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.487970653789,-0.370730088268
475,0,22.0,0,0,9.8375,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.56138008091,-0.450346668341
476,0,44.6595305556,0,0,52.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.10204307601,0.398582080163
477,0,34.0,1,0,21.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.319533044546,-0.225593222621
478,0,29.0,1,0,7.0458,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.047514091061,-0.50655667456
479,0,22.0,0,0,7.5208,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.56138008091,-0.496992698146
480,1,2.0,0,1,12.2875,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-2.02956862334,-0.401016684734
481,0,9.0,5,2,46.9,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.51570263349,0.295895175512
482,0,35.0518175686,0,0,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.39674636969,-0.648421653539
483,0,50.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1.49408387849,-0.486337421687
484,1,63.0,0,0,9.5875,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2.44840643106,-0.455380340138
485,1,25.0,1,0,91.0792,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.341151799546,1.18542954767
486,0,7.30954704185,3,1,25.4667,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.63979781672,-0.135657615364
487,1,35.0,1,0,90.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.392942471667,1.16370019325
488,0,58.0,0,0,29.7,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2.08135929546,-0.0504214440974
489,0,30.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0258953360603,-0.486337421687
490,1,9.0,1,1,15.9,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.51570263349,-0.328280127272
491,0,24.1089988095,1,0,19.9667,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.406559686504,-0.246398394891
492,0,21.0,0,0,7.25,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.634789508032,-0.502445171436
493,0,55.0,0,0,30.5,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.86113101409,-0.0343136943481
494,0,71.0,0,0,49.5042,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,3.03568184803,0.348329927883
495,0,21.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.634789508032,-0.486337421687
496,0,18.1947948413,0,0,14.4583,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.840718011692,-0.357308305789
497,1,54.0,1,0,78.2667,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1.78772158697,0.927453868087
498,0,25.7554752976,0,0,15.1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.285692790744,-0.344387877022
499,0,25.0,1,2,151.55,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.341151799546,2.40299018959
500,0,24.0,0,0,7.7958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.414561226668,-0.49145565917
501,0,17.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.928427216517,-0.474004925785
502,0,21.0,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.634789508032,-0.492377827843
503,0,26.8207328102,0,0,7.6292,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.207492847005,-0.494810098055
504,0,37.0,0,0,9.5875,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.539761325909,-0.455380340138
505,1,16.0,0,0,86.5,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-1.00183664364,1.0932287881
506,0,18.0,1,0,108.9,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.855017789395,1.54424578108
507,1,33.0,0,2,26.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.246123617424,-0.124919786688
508,1,49.8994093015,0,0,26.55,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.48669957294,-0.113845708735
509,0,28.0,0,0,22.525,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.120923518182,-0.194887824661
510,1,26.0,0,0,56.4958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.267742372425,0.489103606817
511,1,29.0,0,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.047514091061,-0.492377827843
512,0,30.7057267793,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0777023346307,-0.486337421687
513,1,36.0,0,0,26.2875,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.466351898788,-0.119131064122
514,1,54.0,1,0,59.4,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1.78772158697,0.547578765344
515,0,24.0,0,0,7.4958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.414561226668,-0.497496065326
516,0,47.0,0,0,34.0208,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.27385559712,0.0365765122984
517,1,34.0,0,0,10.5,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.319533044546,-0.43700743808
518,0,34.1737486111,0,0,24.15,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.33228783055,-0.162168957983
519,1,36.0,1,0,26.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.466351898788,-0.124919786688
520,0,32.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.172714190303,-0.489442190451
521,1,30.0,0,0,93.5,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.0258953360603,1.23417159841
522,0,22.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.56138008091,-0.489442190451
523,0,29.5182051421,0,0,7.225,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.0094729484496,-0.502948538616
524,1,44.0,0,1,57.9792,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1.05362731576,0.518971401789
525,0,22.8763068619,0,0,7.2292,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.497050896197,-0.50286397293
526,0,40.5,0,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.796694320834,-0.492377827843
527,1,50.0,0,0,10.5,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1.49408387849,-0.43700743808
528,0,38.5155,0,0,221.7792,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.651013312712,3.81703316295
529,0,39.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.686580180152,-0.488854257585
530,0,23.0,2,1,11.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.487970653789,-0.416872750893
531,1,2.0,1,1,26.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-2.02956862334,-0.124919786688
532,0,22.8763068619,0,0,7.2292,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.497050896197,-0.50286397293
533,0,17.0,1,1,7.2292,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.928427216517,-0.50286397293
534,1,8.01370297619,0,2,22.3583,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1.58810613298,-0.198244277015
535,0,30.0,0,0,8.6625,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.0258953360603,-0.474004925785
536,1,7.0,0,2,26.25,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-1.66252148773,-0.119886114891
537,0,45.0,0,0,26.55,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.12703674288,-0.113845708735
538,1,30.0,0,0,106.425,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0258953360603,1.49441243029
539,0,24.3302169643,0,0,14.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.390320188494,-0.356468689333
540,1,22.0,0,2,49.5,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.56138008091,0.348245362197
541,1,36.0,0,2,71.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.466351898788,0.781141136708
542,0,9.0,4,2,31.275,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.51570263349,-0.0187093117785
543,0,11.0,4,2,31.275,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.36888377924,-0.0187093117785
544,1,32.0,1,0,26.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.172714190303,-0.124919786688
545,0,50.0,1,0,106.425,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.49408387849,1.49441243029
546,0,64.0,0,0,26.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2.52181585818,-0.124919786688
547,1,19.0,1,0,26.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.781608362274,-0.124919786688
548,1,32.7950242827,0,0,13.8625,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.231076467441,-0.369304552415
549,0,33.0,1,1,20.525,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.246123617424,-0.235157199034
550,1,8.0,1,1,36.75,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-1.58911206061,0.091528100568
551,1,17.0,0,2,110.8833,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.928427216517,1.58417890618
552,0,27.0,0,0,26.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.194332945304,-0.124919786688
553,0,26.3814249023,0,0,7.8292,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.239742188854,-0.490783160618
554,1,22.0,0,0,7.225,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.56138008091,-0.502948538616
555,1,22.0,0,0,7.775,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.56138008091,-0.491874460663
556,0,62.0,0,0,26.55,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2.37499700394,-0.113845708735
557,1,48.0,1,0,39.6,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1.34726502424,0.14891195905
558,0,38.5155,0,0,227.525,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.651013312712,3.93272304859
559,1,39.0,1,1,79.65,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.686580180152,0.955306180872
560,1,36.0,1,0,17.4,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.466351898788,-0.298078096492
561,0,35.295824299,0,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.414658763987,-0.492377827843
562,0,40.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.759989607273,-0.489442190451
563,0,28.0,0,0,13.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.120923518182,-0.37660337652
564,0,30.7057267793,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0777023346307,-0.486337421687
565,0,30.7057267793,0,0,8.05,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.0777023346307,-0.486337421687
566,0,24.0,2,0,24.15,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.414561226668,-0.162168957983
567,0,19.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.781608362274,-0.489442190451
568,0,29.0,0,4,21.075,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.047514091061,-0.224083121082
569,0,22.8763068619,0,0,7.2292,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.497050896197,-0.50286397293
570,1,32.0,0,0,7.8542,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.172714190303,-0.490279793438
571,1,62.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2.37499700394,-0.43700743808
572,1,53.0,2,0,51.4792,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1.71431215985,0.388095935077
573,1,36.0,0,0,26.3875,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.466351898788,-0.117117595403
574,1,35.295824299,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.414658763987,-0.492377827843
575,0,16.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.00183664364,-0.486337421687
576,0,19.0,0,0,14.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.781608362274,-0.356468689333
577,1,34.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.319533044546,-0.386670720113
578,1,39.0,1,0,55.9,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.686580180152,0.477107360191
579,0,20.0701677309,1,0,14.4583,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.703047962226,-0.357308305789
580,1,32.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.172714190303,-0.488854257585
581,1,25.0,1,1,30.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.341151799546,-0.0443810379414
582,1,39.0,1,1,110.8833,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.686580180152,1.58417890618
583,0,54.0,0,0,26.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1.78772158697,-0.124919786688
584,0,36.0,0,0,40.125,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.466351898788,0.159482669823
585,0,29.0429386548,0,0,8.7125,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.0443619890103,-0.472998191426
586,1,18.0,0,2,79.65,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.855017789395,0.955306180872
587,0,47.0,0,0,15.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1.27385559712,-0.34640134574
588,1,60.0,1,1,79.2,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2.2281781497,0.946245571638
589,0,22.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.56138008091,-0.486337421687
590,0,30.7057267793,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0777023346307,-0.486337421687
591,0,35.0,0,0,7.125,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.392942471667,-0.504962007335
592,1,52.0,1,0,78.2667,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1.64090273273,0.927453868087
593,0,47.0,0,0,7.25,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1.27385559712,-0.502445171436
594,0,27.4563942839,0,2,7.75,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.160829302383,-0.492377827843
595,0,37.0,1,0,26.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.539761325909,-0.124919786688
596,0,36.0,1,1,24.15,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.466351898788,-0.162168957983
597,1,24.4023551379,0,0,33.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.385024566494,0.0160230236183
598,0,49.0,0,0,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1.42067445137,-0.648421653539
599,0,29.5182051421,0,0,7.225,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.0094729484496,-0.502948538616
600,1,49.0,1,0,56.9292,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.42067445137,0.497829980244
601,1,24.0,2,1,27.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.414561226668,-0.104785099501
602,0,27.9472061629,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.124799083517,-0.489442190451
603,0,37.5161583333,0,0,42.4,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.577652213463,0.205289083172
604,0,44.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1.05362731576,-0.486337421687
605,1,35.0,0,0,26.55,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.392942471667,-0.113845708735
606,0,36.0,1,0,15.55,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.466351898788,-0.335327267788
607,0,30.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0258953360603,-0.489442190451
608,1,27.0,0,0,30.5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-0.194332945304,-0.0343136943481
609,1,22.0,1,2,41.5792,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.56138008091,0.188762531929
610,1,40.0,0,0,153.4625,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.759989607273,2.44149777883
611,0,39.0,1,5,31.275,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.686580180152,-0.0187093117785
612,0,27.8687369866,0,0,7.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.130559460796,-0.506472108874
613,1,33.1289853535,1,0,15.5,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.255592358334,-0.336334002147
614,0,35.295824299,0,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.414658763987,-0.492377827843
615,0,35.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.392942471667,-0.486337421687
616,1,24.0,1,2,65.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.414561226668,0.660333013589
617,0,34.0,1,1,14.4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.319533044546,-0.358482158052
618,0,26.0,1,0,16.1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.267742372425,-0.324253189835
619,1,4.0,2,1,39.0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-1.88274976909,0.136831146738
620,0,26.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.267742372425,-0.43700743808
621,0,27.0,1,0,14.4542,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.194332945304,-0.357390858007
622,1,42.0,1,0,52.5542,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.906808461516,0.409740723802
623,1,20.0,1,1,15.7417,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.708198935153,-0.331467448254
624,0,21.0,0,0,7.8542,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.634789508032,-0.490279793438
625,0,21.0,0,0,16.1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.634789508032,-0.324253189835
626,0,61.0,0,0,32.3208,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2.30158757682,0.0023475440812
627,0,57.0,0,0,12.35,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2.00794986834,-0.399758266785
628,1,21.0,0,0,77.9583,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.634789508032,0.921244330559
629,0,26.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.267742372425,-0.489442190451
630,0,19.8955811267,0,0,7.7333,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.715864264822,-0.492714077119
631,1,80.0,0,0,30.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3.69636669213,-0.0443810379414
632,0,51.0,0,0,7.0542,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1.56749330561,-0.506387543187
633,1,32.0,0,0,30.5,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.172714190303,-0.0343136943481
634,0,38.8347748377,0,0,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.674451095639,-0.648421653539
635,0,9.0,3,2,27.9,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.51570263349,-0.0866638810332
636,1,28.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.120923518182,-0.386670720113
637,0,32.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.172714190303,-0.488854257585
638,0,31.0,1,1,26.25,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.0993047631816,-0.119886114891
639,0,41.0,0,5,39.6875,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.833399034395,0.150673744179
